foodId,Title,Category,Ingredients,Total_Ingredients,Steps,Total_Steps,Loves
6836,sayur bening tempe godog,tempe,"bayam , jagung manis , papan tempe agk tebal , bawang merah , bawang putih , kunci geprek , gula  garam",7,"1) Siapkan panci, masukkan bawang putih, bawang merah, kunci, gula, garam secukupya sesuai selera biarkan sampai mendidih
2) Setelah mendidih masukkan jagung tunggu smpai matang
3) Setelah itu masukkan tempe dan bayam, tutup dan matikan kompor
4) Klo mau makan tinggal ambil tempe, siapkan sambal lalu penyet dah tempe godognya..wahh mantapp bundaa, Selamat mencoba",4,5
6837,sambal udang pedas,udang,"udang segar , bumbu halus , bawang merah , balut , tomat merah , cabe merah kriting , cabe rawit merah , gula , garam",8,"1) Cuci dan bersihkan udang
2) Ulek bumbu halusnya
3) Ambil wajan masukkan minyak goreng lalu tumis sampai harum
4) Masukkan udang tunggu sampai warna berubah dan matang
5) Beri gula dan garam,cicipi rasa dan jika sudah matang siap diangkat dan disajikan",5,5
6838,sambel goreng telur,telur,"telur ayam , tomat , ulek halus , gula merah , kaldu bubuk , bumbu halus , bawang putih , biji cabe rawit , biji cabe merah , terasi , garam",9,"1) Rebus telur,setelah matang kupas dan goreng sampai berkulit.
2) Tumis bumbu halus setelah setengah matang masukkan tomat, gula merah dan kaldu bubuk, aduk rata.
3) Masukkan telur, aduk2
4) Tes rasa dan goreng sampai matang",4,5
6839,ceplok telor saus asam manis,telur,"telur , wortel korek api , bawang putih geprek cacah halus , bawang bombai tipis , saus tomat , saus sambel , sejumput garam , merica n kaldu bubuk , gula , air",9,"1) Ceplok telur sisihkan
2) Tumis bwg putih n bwg bombay sampai harum lalu masukkan wortel, tumis sampai agak layu
3) Kecilkan api, tambahkan air n masukkan duo saus serta bumbu perasa lain
4) Aduk rata n masak sampai meletup letup, lalu guyurkan k telur ceplok",4,5
6841,chicken sphagetti carbonara,ayam,"spageti la fonte , bawang putih , ayam , mentega , telur , keju cheddar , garam , lada",8,"1) Panaskan air hingga mendidih, kemudian masukkan spageti hingga matang
2) Untuk saus, kocok telur kemudian tambahkan garam, lada dan keju
3) Selagi menunggu spageti matang, tumis bawang putih dan ayam menggunakan mentega dengan api sedang
4) Sesudah pasta matang, tiriskan dan campurkan kedalam tumisan bawang putih dan ayam
5) Campur dengan rata kemudian masukkan saus",5,5
6843,tumis bawang tongkol granat,ikan,"ikan tongkol , bawang merah , bawang putih , tomat , cabe merah , cabe rawit , garam , gula",8,"1) Goreng terlebih dahulu ikan tongkolnya, kemudian suwir pisahkan dr duri
2) Tumis bawang putih, bawang merah, tomat, cabe sampai wangi lalu masukkan ikan tongkolnya
3) Beri air sedikit saja
4) Masukkan gula garam, tes rasa
5) Selamat mencoba",5,5
6844,tumis bayam dg bawang bombay n bakso sapi,sapi,"bayam , siangi n , bakso sapi , potong , garam halus , gula pasir , kecap asin , air , bumbu diparut dg parutan keju , bawang bombai , kupas n , bawang putih , kupas n",9,"1) Tumis Bawang Bombay n Bawang Putih Juga Bakso Sapi Dengan 2 Sdm Minyak Goreng n Minyak Wijen, Setelah Aromax Harum/Matang, Tambahkan Air Secukupx (200 Ml) Setelah Mendidih, Tambahkan Bayam n Kecap Asin, Biarkan Dulu Hingga Bayam Agak Layu, Setelah Bayam Mulai Layu Tambahkan Garam n Gula Pasir Secukupx Koreksi Rasa,,, Jika Sudah Pas, Tunggu Hingga 5 Menit,,, Setelah Itu Matikan Kompor...",3,5
6845,tumis beef roll lada hitam,sapi,"beef roll kemasan , paprika , bawang putih , bawang merah , cabai rawit , lada , tepung maizena dicairkan , kecap asin , kaldu sapi , garam",10,"1) Goreng beef roll lalu tiriskan
2) Tumis paprika,bawang dan cabai sampai harum
3) Beri air maizena tambahkan lada hitam bubuk,garam,kaldu,kecap asin. Tumis hingga mengental
4) Siram tumisan saus lada hitam ke beef roll yang sudah dgoreng tadi",4,5
6852,sayur brokoli telur manis,telur,"sayur brokoli , wortel , telur , bawang bombai , masako ayam , gula pasir , garam , air",8,"1) Tumis bawang bombay
2) Setelah agak matang, ceplok telur hingga matang dan orak arik
3) Lalu masukan sayur” an nya. setelah masuk sayuran nya kasih masako, gula, garam, dan air secukupnya tunggu hingga matang lalu siap dihidangkan",3,5
6854,sayur curiwis telor,telur,"pack curiwis , telor , cabe merah , cabe gendot , tomat , penyedap , saos tiram",7,"1) Goreng bumbunya
2) Masukkan telor aduk sama bumbu
3) Masukkan curiwis pake air dikit sampai setengah matang, berikan penyedap rasa dan saos tiramnya
4) Siap dan mudah di praktekin",4,5
6861,tongseng sawi putih tempe bacem,tempe,"potong tempe bacem , sawi , bawang merah , bawang putih , cabe , tomat , air putih , kemiri , gula  garam , penyedap masako",10,"1) Haluskan bawang merah, bawang putih, cabai,kemiri, 2buah tomat
2) Tempe potong kotak""n sawi potong""
3) Siapkan penggorengan dan siap masukan bumbu halus sampai harum
4) Masukan sawi beserta tempe bacemnya, dan juga kasih garam, gula, masako, 1gelas air putih + 2 buah tomat... Masak hingga setengah matang
5) Siap sajikan",5,5
6864,sambal terong hijau telur ceplok,telur,"telur , btg terong hijau , cabe rawit , cabe hijau , bawang merah , bawang putih , daun jeruk , minyak , garam",9,"1) Goreng telur dan terong.
2) Blend semua bumbu. Tumis hingga harum dan beri daun jeruk. Masukan terong dan telur. Sajikan.",2,5
6874,curry tuna puff,ikan,"tuna kaleng kari pake maya , puff pastry merk edo , kuning telur , kentang , bawang putih , bawang bombai , garam , minyak goreng",8,"1) Keluarkan kulit pastry dari freezer hingga empuk kemudian potong persegi..sesuaikan selera..kalo sy lebih suka tidak terlalu besar
2) Potong2 kentang bentuk dadu kecil2 dan goreng setengah matang.sisihkan
3) Cincang bawang putih,bawang bombay kemudian tumis dengan sedikit minyak hingga harum. masukkan tuna kari..masak hingga air habis..koreksi rasa,tambahan garam sedikit
4) Masukan tumisan ke dalam kulit pastry secukupnya dan lipat bentuk segitiga..pinggirannya ditekan dengan garpu sekeliling supaya melekat.oles dengan kuning telur
5) Oven hingga warna kuning dan tampak kokoh..silakan mencoba..",5,5
6876,dada ayam tahu bayam,tahu,"potong dada ayam , tahu , bayam , bawang putih , saus tiram , olive oil , garam",7,"1) Rebus dada ayam hingga matang, lalu angkat dan di suwir.
2) Rebus tahu hingga matang dan rendam sebentar bayam di air mendidih.
3) Rajang bawang putih, panaskan olive oil dan masukan bawang putih, aduk hingga harum.
4) Masukan suwiran dada ayam dan tahu. disusul dengan bayam. aduk rata.
5) Tambahkan garam dan saus tiram. lalu tambahkan sedikit air. dan aduk rata. siap di hidangkan.",5,5
6888,udang kriuk ala w,udang,"tepung bumbu sasa ayam crispy udang enak , udang , telur , air",4,"1) Rebus udang
2) Campurkan tepung,telur dan air kocok jgn terlalu encer
3) Masukan udang yg sudah direbus dan aduk
4) Goreng dengan api kecil
5) Hidangkan",5,5
6889,dadar telur special,telur,"telur ayam , irisan daun bawang , asam sunti halus pke gunting , cabe merah diiris gunting , garam , penyedap jk suka , lada , air minum",8,"1) Masukkan semua bahan ke wadah, kocok hingga tercampur rata
2) Panaskan teflon atau wajan, tambahkan minyak sedikit, tuang adonan, tunggu hingga kecoklatan dan balik.
3) Angkat dan siap disantap dengan nasi kecap atau nasi dengan sayur apapun..
4) Selamat mencoba, semoga suka yaa...",4,5
6891,daging goreng asem,kambing,"daging kambing , bawang putih , ketumbar , garam , kaldu bubuk sapi , asem",6,"1) Haluskan bawang putih dan ketumbar.
2) Siapkan panci yang berisi air lalu didihkan,masukan daging kemudian masukan bumbu yang sudah dihaluskan.tambahkan kaldu sapi bubuk,asem,garam.
3) Rebus sampai air mengering.sesekali cicip airnya sampai rasa air asin dan asem banget agar dagingnya berasa gurih.
4) Setelah air mengering geprek dagingnya lalu goreng
5) Angkat dan taburkan bawang goreng.",5,5
6895,sambal goreng udang bawang rambut,udang,"bawang rambut , udang , kupas , bawang merah , bawang putih , cabe keriting , tomat , garam , gula , minyak goreng",9,"1) Bersihkan bawang rambut dari akar nya. Cuci bersih kemudian potong""seukuran 1/2 cm atau sesuai selera. Ambil bagian dari bawah ke atas kira"" sepanjang jari telunjuk saja.
2) Haluskan bawang merah, bawang putih, cabe keriting & tomat. Saya pakai blender jadi ada tambahan air sdkt. Setelah di haluskan masukan ke wajan sblm di tambahkan minyak, biarkan sampai air nya berkurang baru kemudian tambahkan minyak. Masak sampai aroma nya harum.
3) Kemudian masukan udang, setelah udang setengah matang baru tambahkan bawang rambut. Masak hingga matang. Tambahkan garam & gula, cek rasa. Sambal goreng udang bawang rambut siap di nikmati bersama nasi, rasa lembut udang & gurih kres kres bawang rambut pas banget . Selamat mencoba ya.",3,5
6896,sambal kulit udang,udang,"kulit kepala udang udang basah , bersihrebus , bawang merah , halus , bawang putih , halus , cabe rawit , garam gula , minyak goreng menumis",6,"1) Blender kulit dan kepala udang yang sudah di rebus tadi..memang agak sedikit basah..sisihkan..
2) Tumis duo bawang hingga setengah matang kemudian masukkan cabe rawitnya..aduk aduk hingga harum
3) Masukkan kulit dan kepala udang..aduk aduk lagi..masukkan garam gula secukupnya..aduk rata..kecilkan api..
4) Aduk terus tumisan tersebut hingga terlihat mengering..matikan api..setelah dingin bisa dipindahkan ke toples dan siap dinikmati..selamat mencoba",4,5
6902,daging kambing tomat ijo,kambing,"daging kambing , tomat ijo , bawang merah , bawang putih , paprika merah , paprika ijo , gula merah , penyedap , garam , minyak",10,"1) Cuci bersih daging kambing tiriskan
2) Iris halus bawang merah..putih juga paprika merah dan ijo sesuai selera
3) Tumis bumbu yg sudah diiris kecuali tomat smpe harum msukan daging kambing yg sudah di tiriskan msk smpe daging empuk
4) Msukan gula merah,penyedap rasa juga garam..tunggu smpe matang
5) Mskan potongan tomat ijo aduk smpe rata angkat..daging siap di sajikan...",5,5
6907,daging sapi cah jamur pete,sapi,"bawang putih , daging sapi , jamur enoki , pete , minyak jagung , saus tiram , lada , tepung maizena , garam dapur , air putih",10,"1) Potong kecil bawang putih, kemudian tumis dengan minyak jagung, sambil ditambahkan saus tiram dan 50 ml air putih.
2) Kemudian masukan daging sapi yg sudah dipotong, masak hingga berubah warna dan agak lembut, sambil masukan bumbu garam dan lada.
3) Setelah daging agak lembut, tambahkan jamur enoki, pete, dan tepung maizena yg dilarutan ke dalam air. Masak hingga mengental.
4) Jika sudah mengental, cek rasa apakah sudah pas. Jika sudah pas matikan api.
5) Siap disajikan",5,5
6915,sambal kentang telur goreng simpel,telur,"telur rebus , kentang , bumbu halus , bawang merah , bawang putih , cabe merah , cabe rawit suka pedas ditambah , garam , gula , penyedap",10,"1) Goreng telur rebus.
2) Potong dadu kentang, goreng sampai kecoklatan.
3) Haluskan semua bumbu, kemudian tumis. Tunggu sampai harus tambahkan air sedikit saja. Masukkan telur dan kentang.
4) Koreksi rasa.
5) Siap dihidangkan.",5,5
6919,tongkol suir balado,ikan,"potong ikan tongkol asap goreng suir , bawang putih , bawang merah , tomat , gula pasir , saset royco , cabe keriting",7,"1) Haluskan cabe, bawang merah putih dan tomat
2) Tumis bumbu halus smpai wangi kemudian masukka tongkol yg sudah d suir
3) Tambahkan 10 sdm air lalu aduk, masukkan gula dan royco
4) Aduk lalu koreksi rasa, dan biarkan air habis",4,5
6921,daging sapi lada putih,sapi,"daging sapi has , paprika merah potong , paprika hijau potong , bawang bombai , kecap inggris , lada , kecap , saus tiram , garam",9,"1) Sebelum membuat daging sapi lada putih ada baiknya dagingnya kita rebus terlebih dahulu dengan daun salam dan bawang putih hingga daging menjadi empuk.
2) Setelah daging siap tumis bawang bombai, paprika samapi harum.
3) Masukan potongan daging yang telah di rebus tambahkan sedikit air, kecap inggris, kecap manis, saus tiram, dan lada bubuk. tunggu hingga air menyusut dan bumbu meresap. angakat dan sajikan.",3,5
6925,tongkol mercon,ikan,"stengah tongkol kukus , cabe pedas , cabe kriting , bawang putih , bawang merah",5,"1) Goreng ikan tongkol lalu suwit suwir
2) Iris bumbu lalu tumis hingga harum dan masukkan tongkol yang sudah di suwir tambahkan sedikit air garam, gula dan royco.. Koreksi rasa
3) Sajikan selagi hangat.. Dan saatnya makan :)",3,5
6927,daging sapi masak saus inggris,sapi,"daging sapi tipis , bawang putih memarkan , cincang kasar , bawang bombai potong memanjang , saus inggris , kecap manis , saus tiram , gula , garam , merica , mentega menumis",10,"1) Tumis bawang putih + bawang bombay sampai layu & harum
2) Masukkan daging, tumis hingga berubah warna
3) Masukkan saus inggris, saus tiram, kecap manis. Aduk rata
4) Masukkan gula, garam, merica. Masak sampai daging empuk (matang).
5) Koreksi rasa",5,5
6931,daging sapi sambal korek,sapi,"daging sapi , biji cabe rawit , tomat , bawang putih , jeruk nipis , gula garam , minyak goreng",7,"1) Jadi pertama tama tu si daging sapi direbus dulu. Yg gak mau ribet kayak saya, campurin aja air perasan jeruk nipis tujuannya biar gak amis. Rebus sampai air nya radius ya atau mau hampir sat' airnya.
2) Potong dadu daging. Panaskan 3 sdm minyak goreng. Masak daging sampai hampir berwarna kecoklatan. Lalu tiriskan.
3) Untuk sambalnya, sy memang gk pake bawang merah yaa. Cuma cabe rawit, bawang putih, tomat. Ulek.
4) Panaskan 3 sdm minyak goreng, tumis sambal sampai keluar aromanya. Lalu masukkan daging sapi tadi.
5) Terakhir koreksi rasa yaa",5,5
6934,udang kukus,udang,"udang , jahe , batang daun bawang , goji berry , arak masak , sejumput garam",6,"1) Siapkan bahan nya,cuci bersih daun bawang,jahe dan Goji berry,potong” daun bawang,jahe potong tipis”
2) Cuci bersih udang lalu tata di atas piring keramik, jahe,Goji berry dan daun bawang tata di atas nya,beri sejumput garam dan masukan arak,stim 10 menit dlm keadaan air sudah mendidih
3) Enak di cocol dengan kecap asin dan wahsabi
4) Selamat memasak",4,5
6936,udang lada hitam nikmat,udang,"udang , bawang bombai , bawangputih geprek cincang , lada hitam , saos tiram , kecap manis , garam , gula",8,"1) Bersihkan dan goreng udang,setelah itu goreng bawang putih
2) Masukan udang,kasi sedikit air beri merica,saos tiram,kecap Tunggu sampai meresap.masukan garam dan gula,cek rasa dan siap disajikan",2,5
6938,udang lombok merah,udang,"udang , buang kepalanya , cabe merah , bawang putih , garam , minyak menumis , air",6,"1) Bersihkan udang, buang bagian kepalanya saja.
2) Haluskan:cabe merah besar, bawang putih dan garam
3) Tumis bumbu yang sudah dihaluskan. Tambahkan sedikit air.
4) Masukkan udang hingga matang.
5) Sajikan bersama nasi hangat.",5,5
6939,toge cah telur,telur,"toge , telur , daun bawang , bawang putih , cincang , cabe rawit , garam , kaldu totole",7,"1) Toge buang akarnya,cuci bersih
2) Tumis bawang putih,setelah wangi masukan telur aduk-aduk.kemudian toge aduk-aduk lagi masukan daun bawang,cabe,garam,aduk-aduk sebentar,angkat sajikan.",2,5
6945,tomyam udang kare,udang,"udang , jamur , kapri , baby corn , serai , lengkuas secukup nya , daun jeruk segar pake beku , mkn bumbu tomyam kare , garam  penyedap secukup nya , air",10,"1) Siapkan bahan-bahan nya,cuci bersih,jamur,udang,kapri dan baby corn
2) Cuci bersih lengkuas dan serai memarkan/geprek
3) Siapkan panci isi dengan 800 ml air, masak air hingga mendidih, masukan serai,daun jeruk,lengkuas, masukan pula udang,jamur,baby corn,kapri dan bumbu tomyam aduk rata, masak 10 menit, lalu beri sedikit garam dan penyedap, koreksi rasa, matikan api, angkat dan tuang sup ke dalam mangkok
4) Tomyam siap untuk di sajikan",4,5
6949,tim nasi telur menu si ,telur,"telur kocok , wortel parut , tempe haluskan , bawang putih cincang , garam , butter oleskan diwadah tahan panas",6,"1) Masukkan semua bahan ke dalam telur. Aduk rata.
2) Masukkan kedalam wadah tahan panas.
3) Kukus dengan api kecil",3,5
6950,tim telur sayuran,telur,"telur ayam , brokoli , wortel potong , daging cincang ayam , udang , hati ayam , kornet pake daging asap , susu cair plain , bawang bombai cincang halus , bawang putih cincang halus , garam , merica , keju parut",10,"1) Kocok telur, tambahkan garam, merica, susu cair
2) Masukan sayur2an dan daging asap kedalan kocokan telur, pindahkan ke wadah tahan panas, taburi keju kemudian kukus sampai matang kira2 15-20 menit",2,5
6956,egg roll mozarella,telur,"telur ayam tebal telur ny tambahkan , daun bawang , mozarella , garam , isi , tambahkan sosis ayam",6,"1) Siapkan teflon..pastikan api kecil agar tidak mudah gosong
2) Kocok semua bahan sampai tercampur rata kecuali mozarella
3) Tuang telur sedikit sedikit lalu roll..tuang lagi telur nya taruh mozzarella lalu roll lagi lakukan seterusnya hingga telur nya habis
4) Di santap lebih nikmat saat masih hangat
5) Keju yang saya pakai",5,5
6967,sambal asam udang kecepe khas aceh ala,udang,"udang kecepe , bawang merah , cabe rawit suka pedas , belimbing wuluh , daun jeruk tipis , garam",6,"1) Cuci bersih udang kecepe dan rendam selama 15 menit dengan air panas,stlh itu tiriskan
2) Siapkan ulekan untuk mengulek bawang merah,cabe rawit,belimbing wuluh dan udang kecepenya jgn lupa berikan garam dan daun jeruk
3) Sajikan dengan nasi hangat pasti makyos apalagi kalau ada ikan asin peda nya pasti makin nikmat",3,5
6975,salmon crispy,ikan,"tetelan salmon , racik ikan goreng , tepung garam",3,"1) Cuci sampe bersih lalu tiriskan..
2) Kasih bumbu racik ikan goreng secukupnya+garam aduk2 dan tambahkan tepung serbaguna smbil diremas2
3) Terakhirr goreng salmonnya dan angkt klu sdh kecoklatann...heemm salmon crispy siap dnikmatii...
4) Kriuk diluar.lembut ddalam dan gurihh ya momss...mt mencoba",4,5
6976,salmon herb menu diet sehat cpt masaknya,ikan,"salmon potong dadu , bawang putih geprek , cincang kasar tipis , bawang putih powder , italian herb , oyster sauce , cabe rawit tipis , broccoli",7,"1) Oseng bawang putih sampe wangi dengan olive oil dikit aja
2) Masukin salmon,broccoli, tumis smpe setengah matang,masukan bumbu lainnya
3) Oseng sampai matang",3,5
6982,tenggiri masak kecap,ikan,"potong ikan tenggiri , buncis , bumbu , bawang putih , cincang kasar , potong bawang bombai , tipis , cabe merah keriting cabe rawit hijau , tipis , tomat , potong kotak , saus tiram , kecap manis , garam bumbu penyedap",10,"1) Goreng ikan tenggiri yg sudah dibersihkan. Jangan terlalu kering. Sisihkan
2) Tumis bawang putih, bawang bombay dan semua cabe. Masak sampai harum.
3) Masukkan tomat dan buncis. Beri sedikit air. Lalu tambahkan saus tiram, kecap manis serta garam dan bumbu penyedap rasa. Koreksi rasa. Masak sampai agak matang.
4) Masukkan ikan tenggiri yg sudah digoreng td. Masak sampai bumbu meresap.
5) Matikan api dan sajikan.",5,5
6984,tempe terong cabe garam,tempe,"tempe potong dadu , potong dadu terong , tepung , air , bawang putih cincang halus , cabe rawit merah potong , daun bawang halus , garam , minyak",9,"1) Panaskan minyak hingga panas. Buat adonan basah dari tepung serbaguna. Goreng tempe dan terong yang sudah di lumuri adonan hingga kecoklatan. Angkat dan tiriskan
2) Tumis bawang putih dengan sedikit minyak sampai berwarna agak kekuningan. Masukkan cabe, daun bawang dan garam aduk hingga rata.
3) Masukkan tempe dan terong goreng aduk sampai tercampur rata... Siap disajikan di piring.",3,5
6986,tempe uleg kukus,tempe,"papan tempe sisakan , bumbu ulek , rawit merah , cabe merah , bawang merah , bawang putih , trasi , garam",8,"1) Ulek semua bumbu. sampe halus lalu tumbuk tempe bersama sambelnya.. aduk rata..
2) Terqkhir kukus sampe mateng.. slamat mencoba",2,5
6988,tempe telur bacem,tempe,"telur ayam direbus dikuliti , papan tempe dipotong , bawang merah , bawang putih , kemiri , ketumbar , daun salam , gula merah disisir , garam gula pasir , air",10,"1) Haluskan semua bumbu sampai lembut
2) Rebus air, masukan bumbu halus, tambahkan daun salam dan gula merah, garam dan gula pasir, aduk merata
3) Masukan telur dan tempe aduk merata, tambahkan air lagi lalu tunggu sampai airnya berkurang (biasanya direbus lama, biar bumbu nya meresap)
4) Tempe Telur Bacem siap dinikmati",4,5
6993,roti tuna simpel,ikan,"roti tawar kulit , kaleng tuna minyak , mentega , bawang bombai cincang kasar , thousand island",5,"1) Panaskan mentega. Tumis bombay sampai harum. Masukkan tuna, buang minyaknya. Kemudian thousand island, dan Aduk sampai tercampur semua.
2) Panggang roti d atas teflon sebentar. Kemudian tambahkan tuna nya. Voila!!! Have a great breakfast.",2,5
6995,scramble egg,telur,"telur ayam , keju parut , susu full cream , lada , garam , mentega",6,"1) Siapkan bahan bahan
2) Campurkan telur,susu, keju parut, lada & garam secukupnya kemudian kocok hingga rata
3) Panaskan teflon kemudian tuang adonan ke teflon sambil di aduk aduk hingga matang kemudian balik lalu angkat
4) Tambahkan sedikit lada bubuk di atas telurnya & Scramble egg siap di sajikan",4,5
6997,ayam krispy,ayam,"ayam diambil dagingnya , tepung kobe , tepung roti , toping saus cabai rawit",4,"1) Ayam direbus lalu tiriskan dan potong potong sesuai selera
2) Siapkan tepung kobe campur air(jangan terlalu encer), dan siapkan tepung roti
3) Ayam celupkan kedalam tepung kobe lalu gulingkan ke tepung roti
4) Masak dengan api kecil.
5) Siap saji",5,5
7006,sempol ayam ikan tongkol,ikan,"ikan tongkol , royco , daun pre seledri cincang halus , telur , air , terigu , tepung berbumbu pake tepung sasa , telur kocok tepung panir baluran",8,"1) Campur semua bahan aduk hingga kalis.
2) Bentuk seperti paha ayam. Tusukan lidi kemudian kukus kurleb 15 menit
3) Setelah matang cekup ke telur kocok dan baluri dgn tepung panir kemudian goreng
4) Sajikan dgn saus cabe dan kecap manis. Bisa juga disimpan dikulkas sebelum di celup telur.",4,5
7008,gulai ikan bawal campur udang,udang,"ikan bawal , udang , bawang merah , bawang putih , potong kunyit , ketumbar , kelapa parut , cabai rawit , garam",9,"1) Bersihkan ikan dan udang nya
2) Haluskan (blender) bawang merah, bawang putih, kunyit, ketumbar jadi satu
3) Setelah itu tumis bumbu yang telah dihaluskan tadi.. masukkan ikan terlebih dahulu, setelah itu masukkan udang nya kemudian. Masukkan cabai rawit untuk pelengkap
4) Jangan lupa kelapa yang telah diparut, di blender untuk diambil santan nya.. dan masukkan santan dan garamnya kedalam tumisan bumbu tersebut. Kemudian dikasih perasanya
5) Aduk terus jangan sampai santan nya pecah.. tunggu sampai mendidih dan mateng",5,5
7014,tempe pedas,tempe,"papan tempe , potong kantung ditengahnya , cabe rawit , cabe merah pedasnya , bawang putih , bawang merah , gula garam , irisan daun bawang , tepung bumbu",7,"1) Ulek kasar semua bumbu (biar ada teksturnya), kamudian tumis sampai layu, tambahkan gula dan garam, cek rasa, masukan irisan daun bawang, sisihkan
2) Masukan tumisan sambal tadi kedalam kantung tempe
3) Panaskan minyak, celupkan tempe kedalam larutan tepung bumbu, goreng hingga golden brown
4) Selamat menikmatiii",4,5
7015,tempe pencur dipenyet ancur ,tempe,"papan tempe , tepung bumbu pake merk sasa , cabe gendut , bawang putih , bawang merah , garam , gula",7,"1) Potong potong tempe, lalu balurkan ke dalam tepung bumbu. Setelah itu goreng hingga crispy
2) Haluskan bawang putih, bawangmerah, cabe. Berikan garam dan juga gula secukupnya
3) Penyet penyet tempe sampai hancur diatas bumbu yg telah di haluskan. Hingga bumbu menjadi satu dengan tempe nya
4) Sajikan dengan nasi panas",4,5
7022,tempe mendoan sederhana,tempe,"balok tempe dibungkus daun , batang daun bawang dipotong , penyedap ayam , air , merica , garam , terigu",7,"1) Potong tipis tempe menjadi 15 bagian
2) Buat adonan mendoan di mangkuk besar. Masukkan terigu ke dalam mangkuk. Tambahkan 3 gelas air, aduk sampai tidak ada terigu yang menggumpal. Kemudian masukkan irisan daun bawang, garam & merica secukupnya, juga 1 bungkus penyedap ayam. Aduk hingga rata. Boleh koreksi rasa adonan terlebih dahulu.
3) Masukkan potongan tempe ke dalam adonan. Pastikan semua potongan tempe terlumuri adonan.
4) Goreng tempe dengan api sedang. Jangan terlalu lama, kan namanya juga mendoan hehehe
5) Jika warnanya sudah agak kekuningan, angkat. Tempe mendoan panas siap disajikan!",5,5
7024,rosemary chicken easy ,ayam,"fillet dada ayam , bawang putih haluskan parut cincang halus , air perasan lemon jeruk nipis , garam , merica , rosemary bubuk , olive oil",5,"1) Balur dada ayam dengan air perasan lemon, garam, merica, rosemary bubuk.
2) Masukkan ayam dan bawang putih ke plastik wadah plastik dan diamkan dalam kulkas selama min. 30 menit.
3) Panaskan 1 sdt olive oil di wajan teflon. Panggang dada ayam hingga matang dan berwarna kecokelatan.
4) Sajikan dengan sayur kesukaan Anda. Tips: untuk warna ayam yg terang dan cantik, olesi ayam dengan sedikit madu saat dipanggang agar hasilnya berwarna emas kecokelatan.",4,5
7030,gulai tempoyak ikan patin,ikan,"seekor ikan patin , sesenduk tempoyak durian bacem , kunyit hdp uleg , sesenduk cabe rawit",4,"1) Ikan potong kecil basuh bersih n ketepikan
2) Didihkan air secukup nya masuk kan tempoyak plus cabe
3) Masuk kan juga kunyit didihkan sebentar
4) Last masuk kan potongan ikan tambah kan perasa n garam
5) Siap dechh....d coba ya enak bgt loh",5,5
7031,tempe mendoan ala aq,tempe,"tempe khusus mendoan isi , tepung mendoan , tepung terigu , garam , roico , penyedap , daun bawang , air , piring daun pisang utk",7,"1) Campurkan tepung mendoan dn terigu, tmbhkn grm, roico dn penyedap seckpnya. Aduk, tambhkn air sedikt dm sdkt
2) Setelah tercmpur rata, masukn irisan daun bawang. Lalu goreng tempe, setelah matang lapisi piring saji dgn daun pisang",2,5
7032,tempe mendoan cabe,tempe,"papan tempe , tepung terigu , biji ketumbar , bawang putih , bawang merah , cabe merah keriting , garam , penyedap  air",7,"1) Belah tempe sisihkan. Iris"" cabe,uleg semua bumbu,campurkan dg tepung & air sampai kekentalan yg pas,tidak terlalu encer/kental,masukkan tempe,dan goreng dg minyak panas sampai kecoklatan,angkat siap dijadikan lauk & cemilan",1,5
7033,udang mentega,udang,"udang kepala , bumbu , blue band , bawang putih geprek cincang , bawang bombai , cincang , garam",6,"1) Masukkan semua bumbu. Nyalakan api kecil
2) Jika sudah harum masukkan Udang. Aduk sampe matang (ciri2 nya udh pada orens udangnya serta masakan berbau harum)  sajikan",2,5
7034,udang orak arik,udang,"udang kupas , telur kocok bebas , bawang merah cincang , bawang bombai , cabe merah tipis , garam , merica , kaldu jamur bubuk , air",9,"1) Tumis bawang merah, bombay dan cabe merah sampai harum
2) Masukkan udang dan aduk sampai 1/2 matang
3) Tambahkan kocokan telur dan aduk2
4) Tambahkan garam, merica dan kaldu jamur
5) Masukkan air sedikit saja dan koreksi rasa. Biarkan sampai air mengering, angkat",5,5
7035,udang oseng bawang simple banget,udang,"udang makan , bawang putih , bawang merah , cabe , daun bawang , tomat , garam , lada pake lada , saos sambal , minyak menumis",10,"1) Iris tipis bawang putih dan bawang merah, ambil sedikit bawang putih untuk dicincang kasar
2) Potong dadu tomat, potong cabe, dan daun bawang
3) Tumis bawang putih cincang hingga harum, kemudian masukkan irisan bawang tipis dan udang, aduk
4) Masukkan cabe, tomat dan daun bawang, beri garam, lada, saos sambal, aduk biar rata,
5) Tunggu tomat sedikit layu, sajikan",5,5
7037,gurame masak tempoyak,ikan,"ikan gurame , tempoyak , serbuk kunyit , serai , daun kunyit , keping asam gelugur , cili pedas , saus tiram , bawang merah , garam gula",10,"1) Bersihkan ikan dan Potong menjadi 3 bagian
2) Haluskan cili dan bawang merang juga garam, masukan air lalu tuangkan kedalam panci lalu masukan tempoyak, biarkan hingga mendidih.
3) Masukan ikan daun.kunyit serai dan asam gelugur juga gula putih. saos tiram biarkan 5 menit..kira2 kalau di rasa sudah cukup asin asam dan manisnya.. matikan api
4) Siap untuk dihidangkan",4,5
